val_acc;acc;loss;time;val_loss
0.000142073527994;0.97430554943;0.0037825803059;2.839547;0.998958334327
0.000367138449403;0.934027785228;0.00765683340594;2.834749;0.996874990563
0.000234148292629;0.959722234143;0.00490708095216;2.815753;0.997916668653
0.000263301399337;0.958333330022;0.00508657908843;2.784356;0.99687500298
1.44153153262e-05;0.963194440636;0.00436563822505;2.838756;1.0
0.000367533384127;0.952083327704;0.00519734034444;2.826559;0.99687500298
8.93476984647e-05;0.965972232322;0.004233034651;2.808154;0.998958334327
1.56442498864e-05;0.965277763704;0.0040112194547;2.749754;1.0
0.000216338538403;0.960416657229;0.0046213349916;2.745753;0.997916668653
0.000319647566716;0.963888880279;0.00433279930601;2.976751;0.997916668653
0.000178300963367;0.952777785559;0.00500667587524;2.826761;0.998958334327
0.000496297534966;0.979861087269;0.00262914374293;2.931552;0.99687500298
9.30084800289e-06;0.968749996689;0.00409254370607;2.773358;1.0
2.43606873115e-05;0.968055547112;0.00366407240169;2.881756;0.999999993791
0.000131812972827;0.97638886008;0.00302205568005;2.948749;0.998958334327
7.3602717128e-05;0.977083320419;0.00269919375407;2.846154;0.998958334327
0.000260920407633;0.968749990894;0.00382507778219;2.929154;0.997916668653
2.03903695089e-05;0.981249974834;0.00257575432059;2.886952;1.0
0.000204861700175;0.978472216262;0.00273838351778;2.886754;0.998958334327
0.000369584384506;0.974999997351;0.00295227106431;3.071345;0.99687500298
8.71458884257e-05;0.977083326214;0.00306149813534;2.809154;0.998958334327
4.1955605405e-06;0.980555535191;0.00254867127013;2.839363;1.0
5.02249923449e-05;0.977083320419;0.00262759108106;2.849552;0.998958334327
3.19326343902e-05;0.979166655905;0.00254307284195;2.916953;1.0
8.71011847693e-05;0.981249974834;0.00225723910504;2.87395;0.998958334327
0.000345114250036;0.981944414477;0.00217525980932;2.90136;0.996874996771
0.000259610231281;0.97430554943;0.00301717199869;2.857157;0.997916668653
3.53230193072e-05;0.979861107965;0.00230165824986;2.944748;1.0
4.10715095824e-05;0.98263888475;0.00207011900986;2.967552;1.0
9.85954789972e-05;0.983333320253;0.00209556248228;2.869754;0.998958334327
0.000301125878333;0.975694426232;0.00259370628434;2.756159;0.997916668653
0.000155373047581;0.98263888475;0.0022850532421;2.873552;0.998958334327
1.88367870848e-06;0.983333314459;0.00235449221913;2.948345;1.0
0.000303681987174;0.976388865875;0.00244534981905;2.825562;0.997916668653
0.000268625992581;0.977083317935;0.00299027178981;2.911151;0.997916668653
0.000246747778249;0.980555549264;0.00224339710055;2.901356;0.997916662445
5.68528070812e-05;0.978472217917;0.00225999128694;2.917151;0.998958334327
5.30870870408e-05;0.977083322075;0.00235068020265;2.936554;1.0
0.000291511009599;0.963888902631;0.00391975306088;2.975147;0.997916662445
0.000162897325115;0.988194422589;0.00157358527051;2.920748;0.997916668653
0.000234325816793;0.985416645805;0.00182975889281;2.871353;0.997916668653
8.02439603015e-05;0.979861097203;0.00241049738866;3.052542;0.998958328118
0.000461707023155;0.983333316114;0.00197898369495;3.012141;0.99687500298
0.000370927002808;0.976388872498;0.00264163095279;2.811149;0.99687500298
1.11748715933e-07;0.981249983112;0.0022485782364;2.929149;1.0
8.6207403141e-05;0.985416637527;0.00171779731217;3.091537;0.998958334327
1.5499339048e-05;0.982638870676;0.00205785858311;3.027741;1.0
5.50214037614e-06;0.984027772314;0.00179265201829;2.995341;1.0
9.46643986188e-06;0.982638874816;0.00179512066259;2.912751;0.999999993791
3.87956000065e-05;0.98055553933;0.00206642560321;2.823534;1.0
1.05686959526e-05;0.979861093064;0.0023094779317;2.888756;1.0
1.00582015618e-06;0.981944436828;0.00207395265857;2.933144;1.0
0.000337388926915;0.98194442855;0.0018768486625;2.853545;0.997916668653
1.40099617267e-06;0.986805535025;0.0015371089418;2.990743;1.0
9.68624384017e-05;0.981944420271;0.00214461486111;2.948144;0.998958334327
6.39111606725e-05;0.983333310319;0.00202240612998;2.887945;0.998958334327
6.95101619369e-06;0.981249984768;0.00231513832599;2.916744;1.0
0.00014465599106;0.988194435007;0.00136427196463;2.970141;0.998958334327
0.00013704399388;0.986111099521;0.00173642871212;3.054144;0.997916668653
8.73866664793e-05;0.979861088925;0.0023663054338;2.872142;0.998958334327
2.81211847389e-06;0.988194414311;0.00144377636914;2.914942;1.0
2.87597009119e-08;0.984722220235;0.00202739819522;2.963945;1.0
1.14751074539e-05;0.985416639182;0.00155160918479;2.837149;0.999999993791
1.45878779347e-06;0.984027766519;0.00176551989555;2.998142;1.0
1.24142782564e-05;0.984722199539;0.00175075764188;2.950345;1.0
6.08698537605e-05;0.986805551582;0.00167281354435;2.86495;0.998958334327
0.000180218185843;0.983333307836;0.00186330759;2.854149;0.998958328118
0.000169252676804;0.984722207818;0.00202648560308;2.977943;0.998958334327
0.000104545316349;0.98958329608;0.00143974512503;3.090136;0.998958334327
7.7565402794e-05;0.983333318598;0.00201250303386;2.904744;0.998958334327
0.000421869611105;0.976388878293;0.00245450274653;2.990748;0.99687500298
0.00031867119471;0.980555545125;0.00202282836066;2.953746;0.997916668653
0.000196801255419;0.98194442855;0.00201852270402;2.933547;0.998958334327
0.000785018659886;0.986805533369;0.00149887526027;2.957545;0.994791671634
0.000200352978677;0.976388876637;0.00292225598802;3.041743;0.997916668653
1.33497326235e-05;0.988194414311;0.00133624208497;2.885945;1.0
0.000158496125293;0.984027759896;0.00206726955124;2.952341;0.998958334327
0.000205299474694;0.985416641666;0.00167137263573;2.890545;0.998958334327
0.000155449062826;0.989583310154;0.00121153451134;3.03694;0.998958334327
0.000823652611478;0.986111095382;0.00176214942055;2.820557;0.994791671634
6.87439148068e-09;0.981944436828;0.00216110958031;2.965343;1.0
9.88966305021e-06;0.989583318432;0.0012281739485;2.962739;1.0
4.91457194982e-09;0.983333324393;0.00202247038336;3.011542;0.999999993791
7.278180017e-05;0.982638870676;0.00186737383087;3.06334;0.998958334327
7.30503107327e-06;0.988194426729;0.00143559634125;2.959945;1.0
0.000339255572466;0.988888862232;0.00132496349357;2.914147;0.997916668653
9.68981998695e-05;0.981944440968;0.00203786266017;2.962539;0.998958334327
1.44055998645e-05;0.986805533369;0.00139708834407;2.894346;1.0
0.000128612617611;0.984722197884;0.00164705241792;2.897748;0.998958334327
0.000312988180471;0.986111097866;0.00160694798595;2.867547;0.997916668653
9.0639556081e-06;0.980555543469;0.00198300015109;2.924343;1.0
0.000870388429902;0.98749998543;0.00162330105377;2.960353;0.994791671634
0.000143466531831;0.986805533369;0.00158240877701;2.900741;0.998958334327
0.000162421824037;0.985416645805;0.00166016960914;2.913943;0.998958334327
5.33910610676e-05;0.987499982946;0.00149007905687;2.98694;0.998958334327
3.27140233869e-05;0.989583312637;0.00127351889506;2.963743;1.0
0.000235205015213;0.980555535191;0.00199742275153;2.835945;0.997916668653
3.15487491219e-07;0.980555535191;0.00200550901193;2.868948;1.0
0.000167742288264;0.985416639182;0.00186672930694;2.901542;0.997916668653
5.06058675549e-06;0.983333316114;0.00193537610774;2.950942;1.0
0.000305580181866;0.988194435007;0.00155121745855;3.00394;0.997916668653
0.000113390647158;0.986805543303;0.00167576777408;2.957346;0.998958334327
0.000322698030678;0.986111091243;0.00168702988534;2.848146;0.997916668653
0.000227284770925;0.986111091243;0.00178223095968;2.824749;0.997916662445
0.00036563967741;0.984027758241;0.00195947856759;2.918743;0.997916668653
0.000197769056145;0.981249993046;0.00200846588511;2.895943;0.998958328118
0.000350277740653;0.990277770493;0.00112219593681;2.796554;0.997916662445
0.00025516202201;0.988194425073;0.0013979926023;2.902547;0.997916668653
5.47852455078e-05;0.989583304359;0.00124792727183;2.974139;0.998958334327
0.000682329665078;0.99305552327;0.00101399749292;2.956144;0.995833337307
7.21801909075e-05;0.988194414311;0.00157887773639;3.02394;0.998958328118
0.00017546865393;0.984027751618;0.00187352423225;2.888346;0.998958334327
4.84211316774e-05;0.988194430868;0.00143401120739;2.97294;0.998958334327
1.2237774548e-05;0.980555535191;0.0019938581075;2.978542;1.0
9.84570844361e-05;0.981249978973;0.00225881406206;2.921345;0.998958334327
0.0005189071791;0.984722199539;0.00167589840486;2.865948;0.99687500298
0.000575420753913;0.984722207818;0.00165876398549;2.932743;0.995833337307
0.000181863674882;0.984027764036;0.00186591798006;2.870149;0.998958334327
0.000313881864832;0.986111114422;0.00153342631165;2.90255;0.997916668653
3.09806273344e-05;0.986805539164;0.00163093819639;3.055738;1.0
0.000310881960447;0.989583310154;0.00123583237473;2.910542;0.997916668653
0.000167131297351;0.982638872332;0.00193740299417;2.878749;0.998958334327
0.000173685041365;0.988194422589;0.00123131060536;2.920743;0.998958334327
0.000180221389126;0.992361091905;0.00103248583096;3.040739;0.998958334327
4.91705023327e-05;0.990277753936;0.00124062260228;2.904544;0.998958334327
0.000172828145789;0.989583306015;0.00125222190541;2.900144;0.998958334327
0.000159072196931;0.989583322571;0.0011821368576;2.886945;0.998958334327
2.57681243514e-07;0.983333320253;0.00173986911432;2.996542;1.0
0.000114590924615;0.988194430868;0.00141580105507;3.085537;0.998958334327
0.000109585848792;0.989583304359;0.00160428106958;2.899547;0.998958334327
1.35675033071e-07;0.988194416795;0.00125892255553;2.904147;0.999999993791
3.02168897136e-06;0.986805533369;0.00153647317762;2.884947;1.0
4.82846591406e-05;0.979861101343;0.00224881417944;2.819152;0.998958334327
1.73969134942e-10;0.989583314293;0.00121993247962;2.846547;1.0
4.28913669343e-08;0.991666649779;0.00117108059102;2.95934;1.0
4.2132780387e-09;0.986805537509;0.00140577176211;3.07494;1.0
5.40678808932e-05;0.993749976986;0.00103246865345;2.951943;0.998958334327
7.46377140427e-05;0.986111095382;0.0016779243228;2.912746;0.998958328118
3.48689370371e-05;0.988194426729;0.00135158402105;3.168136;1.0
0.000172450848338;0.985416641666;0.00156197559045;2.930739;0.998958321909
0.000366063053419;0.989583304359;0.00113900924346;3.041542;0.997916668653
0.000225150583287;0.990277753936;0.00116564633858;2.978741;0.998958334327
0.000327536777495;0.98124999553;0.00180579474818;2.954743;0.997916668653
4.08624737153e-10;0.990277760559;0.00133353883302;2.991545;1.0
0.000159500660157;0.988194420934;0.00157074246287;2.848748;0.998958334327
0.00016908267231;0.986111089587;0.00172599484287;2.932945;0.998958334327
0.00025147966719;0.985416664018;0.00138355309062;2.807346;0.997916668653
4.17350421768e-05;0.984027751618;0.00160340753983;3.010743;0.999999993791
5.46364270592e-05;0.98263888061;0.0020053039904;2.878746;0.998958334327
1.85883906446e-07;0.986805535025;0.00140531669184;3.007746;1.0
0.000193345995458;0.986111095382;0.00161200973728;3.16194;0.998958334327
3.4982101995e-06;0.986111097866;0.00150888571807;3.057139;1.0
0.000234680656447;0.987499978807;0.00151363911684;3.153532;0.997916668653
0.000152318655385;0.989583308498;0.00130647838129;3.179943;0.998958334327
4.30986813906e-09;0.989583314293;0.00118800112776;3.047738;1.0
7.30532670035e-05;0.99305551913;0.000926315525501;2.996341;0.998958328118
0.000369504998414;0.987499987086;0.00131966742245;3.099136;0.997916668653
0.000154875813302;0.986111099521;0.0018250209994;3.184139;0.998958334327
0.000165348219578;0.985416649944;0.0013274719736;3.289535;0.998958334327
0.000344948228377;0.992361087766;0.00115423210728;3.090743;0.997916668653
0.000282400365361;0.983333316114;0.00195411857243;3.088739;0.997916668653
5.34755372704e-05;0.988194435007;0.00142374026624;3.14694;0.998958334327
3.01521495868e-06;0.984027764036;0.00179193328343;3.049937;1.0
0.000136423261669;0.983333316114;0.00200598194048;3.114736;0.998958334327
2.35598336092e-07;0.98888887465;0.00117527834891;3.013142;1.0
0.000137275080296;0.986805535025;0.00162417732382;2.833746;0.998958334327
0.000312438769405;0.984722199539;0.00168622154964;3.138738;0.997916662445
6.37000498492e-08;0.98402776238;0.00185055841616;3.092139;1.0
1.20075681199e-06;0.980555536846;0.00204637016739;3.144741;1.0
0.000171800464377;0.986111102005;0.00145040667687;3.154534;0.998958328118
0.000185353258505;0.980555540986;0.00195828329697;3.184535;0.998958334327
0.00032071933983;0.985416654083;0.00164241471541;3.043539;0.997916662445
3.9731433928e-07;0.990972201857;0.00100824727368;3.158935;1.0
5.30121323491e-10;0.981249980628;0.00205246379725;3.119945;1.0
2.04499943293e-05;0.97777776834;0.00243126368554;3.07794;1.0
3.62462146838e-11;0.99027775228;0.00113931150978;3.040338;1.0
6.79943618541e-08;0.979861095548;0.00194532831277;2.902144;1.0
0.000210084684268;0.98819441845;0.00138569721286;2.899746;0.998958334327
4.97270012512e-09;0.979166645143;0.00225594310299;2.952544;1.0
0.000335360451573;0.993055529065;0.00103031961918;3.027542;0.997916668653
0.000330554042982;0.988194426729;0.00132037182296;3.023545;0.997916668653
0.000347270053398;0.991666648123;0.00109954124774;2.96694;0.997916668653
1.03822467985e-08;0.988194420934;0.00151221951112;2.878746;1.0
0.000289386965219;0.991666633222;0.00114722952018;2.982743;0.997916668653
0.000183009079245;0.985416635043;0.00172750952767;2.983343;0.998958334327
0.000321486298051;0.987499978807;0.00136992663455;3.002746;0.997916668653
0.000429258017234;0.984722202023;0.00171768127474;2.813152;0.99687500298
5.50065518255e-06;0.989583308498;0.00133959821768;2.902544;1.0
0.000168891972097;0.987499977152;0.00164505299351;2.986549;0.998958334327
5.99111191597e-10;0.98819441845;0.00145143163465;3.014945;1.0
1.37573814216e-05;0.984027747479;0.00180199488912;3.043142;0.999999993791
4.18209283871e-08;0.981249988907;0.00198694047909;2.982741;1.0
4.70749591057e-09;0.988888866372;0.00136677401583;3.021937;1.0
9.52679017823e-05;0.988194414311;0.00117528781144;2.899547;0.998958328118
2.84799695265e-05;0.993055529065;0.000849705004877;3.005341;1.0
1.88151711203e-05;0.989583306015;0.00145013967388;3.051141;1.0
2.4045303193e-05;0.985416659878;0.00175497759786;2.994942;1.0
8.48835839015e-05;0.988888882928;0.00128806542893;2.996341;0.998958334327
0.000141442210921;0.983333316114;0.00176240241328;3.060738;0.998958334327
0.000290681711655;0.988194430868;0.00130280152968;2.923744;0.997916668653
1.34989285327e-07;0.981944420271;0.00193988493538;2.919539;1.0
9.30895962857e-06;0.984027754101;0.00159919774079;3.023938;1.0
0.000141083715226;0.987499982946;0.00159224560775;2.982141;0.998958334327
5.42396366362e-05;0.987499981291;0.00150226024238;2.930346;0.998958334327
1.55222762322e-07;0.991666643984;0.00117382720782;2.936146;1.0
2.38471662765e-11;0.986111091243;0.00162755306054;2.953741;1.0
6.65648549685e-11;0.994444416629;0.000682814588206;2.930152;1.0
7.52029046855e-09;0.988888866372;0.0010767200456;3.010343;1.0
0.000181149728516;0.989583318432;0.00137686942687;2.902345;0.998958328118
0.000159663571762;0.984722220235;0.00173748379722;2.832953;0.998958328118
4.5677435577e-07;0.99027775228;0.00120692141859;2.921346;1.0
8.75172570007e-07;0.987499981291;0.00145584042806;2.965743;0.999999993791
6.80979887003e-10;0.991666649779;0.00119831191033;2.900346;1.0
5.14234773034e-06;0.990277756419;0.0010693577227;2.911146;1.0
0.000444694526178;0.983333324393;0.00164855914035;3.000341;0.996874996771
0.000144968431518;0.9854166516;0.00173626587962;2.983942;0.998958334327
2.21706401073e-08;0.981249980628;0.00203062989506;2.939142;1.0
2.79371053745e-09;0.981944418616;0.00201305225604;2.887746;1.0
0.000109666464835;0.98055553933;0.00193627390761;2.844751;0.998958334327
0.000143065914185;0.9861111078;0.00150242880469;2.80335;0.998958334327
8.26660694963e-10;0.985416676435;0.00184046073749;2.966346;1.0
3.87089908045e-09;0.982638872332;0.00189423168869;2.944942;1.0
0.00017869500997;0.987499968873;0.00129206669418;2.922142;0.998958334327
4.0776152639e-07;0.988194439146;0.00142654188797;2.976744;1.0
6.85894966884e-08;0.988194426729;0.00120662343685;2.837746;0.999999993791
5.45961953387e-06;0.9854166516;0.00167106116846;3.053741;1.0
0.00012108645544;0.988194414311;0.00130769507268;2.968746;0.998958334327
0.000153815304759;0.987499993708;0.00143688380018;2.959945;0.998958334327
2.45305341936e-08;0.989583308498;0.00138237015583;3.10354;1.0
4.26922884702e-05;0.985416641666;0.0013899297622;2.949345;1.0
3.60692508074e-08;0.982638876471;0.00201124575364;2.915948;1.0
2.31493521237e-11;0.98263888475;0.00203598130399;2.92694;1.0
4.23275111836e-11;0.989583314293;0.00105940386953;2.912547;1.0
9.18241741971e-09;0.987499964734;0.00142198651515;3.025942;0.999999993791
1.85966618568e-08;0.98888887465;0.00128277375956;2.963542;1.0
2.78351722931e-05;0.980555536846;0.00223904647949;2.97394;0.999999993791
2.15124359988e-09;0.983333310319;0.00180819973745;2.903142;1.0
1.07797734869e-06;0.981944424411;0.0017882934634;2.967547;1.0
3.8023082374e-10;0.985416659878;0.00219350346611;2.877348;1.0
1.2645526134e-08;0.990972210136;0.00121013260094;2.809953;1.0
0.000213255605225;0.988194412655;0.00146041914882;2.981743;0.998958334327
1.05007934121e-06;0.990972210136;0.00125153964286;2.995545;1.0
3.28662713772e-06;0.990277753936;0.00126147349986;2.885743;1.0
3.48082047433e-10;0.984027751618;0.00190316004915;3.080738;1.0
0.00011728449597;0.988888862232;0.00138358278896;2.979542;0.998958334327
2.80357621396e-05;0.993055529065;0.000895214333031;2.947144;1.0
val_loss;acc;loss;time;val_acc
0.153472220836;0.086805553279;0.14632850575;3.659124;0.0791666662165
0.15347222394;0.0861111078929;0.152263534773;2.997542;0.0791666646643
0.15347222394;0.0854166629207;0.152399514077;3.028942;0.0791666654404
0.153472226113;0.086111108074;0.15222317415;3.136137;0.0791666648195
0.152430555162;0.0847222184141;0.151459359046;2.899947;0.0854166645246
0.154687502732;0.085416663645;0.151970951714;2.978922;0.0718749975398
0.154687504284;0.0902777749838;0.151614982428;2.841167;0.0718749975398
0.154687502732;0.0916666641004;0.151388670007;2.931945;0.0718749975398
0.154687502732;0.0909722182486;0.151504626912;2.946542;0.0718749967637
0.15468750118;0.090277774156;0.15159274141;2.983144;0.0718749975398
0.154687504284;0.0916666634795;0.151317000596;2.832544;0.0718749983159
0.154687505836;0.0916666644625;0.151327803938;3.03054;0.071874999092
0.15468750118;0.0916666626516;0.151341550259;2.849544;0.071874999092
0.154687499627;0.0902777734316;0.150448359135;2.842749;0.0718749983159
0.15468750118;0.0902777742594;0.151353731958;3.014539;0.0718749983159
0.154687504284;0.0909722176794;0.151477708585;2.947741;0.0718749975398
0.15468750118;0.0916666642038;0.151349083624;2.925943;0.0718749983159
0.154687502732;0.0909722192834;0.151419367848;2.891547;0.0718749983159
0.154687499627;0.0965277747148;0.149674283961;2.916547;0.0718749983159
0.154687499627;0.0874999975527;0.151173097392;2.849544;0.0718749983159
0.154687502732;0.0868055527098;0.152055615973;2.841545;0.0718749983159
0.154687499627;0.0930555522856;0.151003234088;2.992338;0.0718749983159
0.15468750118;0.0888888850653;0.151391940191;2.967947;0.0718749983159
0.154687502732;0.093055553786;0.150952753094;2.866144;0.071874999092
0.15468750118;0.0888888853499;0.151539072808;3.026547;0.0718749983159
0.154687502732;0.090277773742;0.151515116087;3.016144;0.0718749983159
0.154687499627;0.0909722189729;0.151483937063;2.993943;0.0718749983159
0.154687502732;0.090972218559;0.151438366415;3.006542;0.0718749983159
0.15468750118;0.0895833306325;0.151432759853;2.900743;0.0718749983159
0.154687499627;0.0895833306066;0.151442128958;3.01054;0.0718749983159
0.15468750118;0.0895833311499;0.150602152571;2.843748;0.0718749983159
0.154687502732;0.0937499962747;0.150715158217;2.980338;0.0718749967637
0.154687504284;0.0881944427577;0.151679572339;2.933144;0.0718749975398
0.154687502732;0.0902777749838;0.151405220644;2.996343;0.071874999092
0.15468750118;0.0916666626516;0.151268531258;2.989542;0.0718749983159
0.154687504284;0.0916666627551;0.15126227277;2.999739;0.0718749983159
0.15468750118;0.090277773949;0.151420467223;2.942741;0.071874999092
0.15468750118;0.0895833294942;0.151407881122;2.923945;0.0718749983159
0.15468750118;0.0868055528133;0.151644234442;2.917547;0.0718749975398
0.154687502732;0.0881944407916;0.15064306164;2.909952;0.0718749967637
0.154681033455;0.0833333314707;0.148248260013;3.089542;0.0718749983159
0.149300013979;0.0798611086793;0.146077035409;2.95254;0.0822916637796
0.10981597146;0.0868055529685;0.142645338964;2.912743;0.0895833297788
0.116002482673;0.0812499972785;0.139070219671;2.807348;0.0864583326814
